,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Imported AMTI 400600 V1.00 #1 - Force,,,Imported AMTI 400600 V1.00 #1 - Moment,,,Imported AMTI 400600 V1.00 #1 - CoP,,,Imported AMTI 400600 V1.00 #2 - Force,,,Imported AMTI 400600 V1.00 #2 - Moment,,,Imported AMTI 400600 V1.00 #2 - CoP,,,Combined Force,,,Combined Moment,,,Combined CoP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,0,2.38569,,34.9335,-28.2929,-18.6573,3.24843,,26.6743,17.8364,6.04224,-16.3859,-19.9698,-4.98774,28.038,-57.5081,3.19347,-0.407937,31.7935,4.67151,-32.285,914.242,148.718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,0,2.04682,,34.5198,-27.7772,-18.9212,5.24348,,28.3255,17.1784,5.71075,-15.4955,-20.9248,-5.12672,26.1239,-57.693,1.15771,-0.696108,31.971,4.90291,-27.709,915.958,156.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,0,1.68898,,34.1747,-27.3838,-19.2263,7.40411,,30.171,16.3755,5.23897,-14.5712,-21.8628,-5.25146,24.0314,-57.9269,-1.03736,-1.01731,32.1759,5.16089,-23.1194,917.606,164.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,0,1.29046,,33.8102,-26.8917,-19.3876,9.85683,,31.4958,15.5887,5.10148,-13.5551,-22.7059,-5.42052,21.6424,-58.166,-3.59661,-1.43116,32.3761,5.5246,-18.3819,919.21,171.623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,0,0.89183,,33.5173,-26.552,-19.4389,12.4737,,32.4625,14.4244,5.02906,-12.4768,-23.3351,-5.43573,19.2521,-57.9779,-6.03912,-1.84042,32.5095,5.8044,-14.0552,920.807,179.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,0,0.454579,,33.1773,-26.2313,-19.5746,15.2877,,32.9292,13.2094,4.9498,-11.3301,-23.9073,-5.36057,16.7974,-57.5457,-8.47425,-2.28011,32.5821,6.06833,-9.90629,922.441,186.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,0,0.0287931,,32.8798,-25.9546,-19.6893,18.3088,,33.0163,12.0108,4.64668,-10.2256,-24.3492,-5.23636,14.1394,-57.0934,-10.9611,-2.65857,32.6281,6.27889,-6.04878,923.996,193.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,0,-0.392929,,32.6209,-25.7388,-19.6758,21.3952,,32.7444,10.6464,4.42173,-9.13408,-24.5316,-5.01491,11.4697,-56.2372,-13.2775,-2.96944,32.519,6.41195,-2.64078,925.557,200.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,0,-0.720141,,32.3372,-25.4639,-19.7559,24.4311,,32.3415,9.21941,3.98207,-8.23087,-24.7594,-4.83493,8.69373,-55.4051,-15.5157,-3.15919,32.4164,6.48521,0.593536,926.949,206.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,0,-1.10012,,32.0618,-25.0666,-19.8208,27.5258,,31.1376,8.52223,3.49998,-7.46281,-25.1716,-4.83546,5.60143,-54.7691,-18.0506,-3.2947,32.4079,6.65244,4.21726,928.112,212.977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,0,-1.3812,,31.7517,-24.677,-19.9482,30.4905,,29.0248,8.24205,3.81141,-6.89101,-25.4846,-4.64282,2.81405,-53.7397,-19.9272,-3.19711,32.3182,6.54023,6.91036,929.288,218.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,0,-1.70045,,31.4755,-23.9775,-20.084,33.3745,,26.0128,8.71444,5.04129,-6.44679,-26.2168,-4.73065,-0.186132,-52.911,-22.1687,-3.1288,32.3549,6.61966,10.3145,930.273,223.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,0,-1.9844,,31.2064,-23.5393,-20.1969,35.8187,,23.7466,8.72561,5.39511,-6.01675,-26.6189,-4.53198,-2.80552,-51.9974,-23.6959,-2.91592,32.3022,6.43984,12.6744,931.392,228.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,0,-2.23199,,30.9513,-23.037,-20.3214,38.1504,,20.9506,8.94686,6.81462,-5.79682,-27.1309,-4.44434,-5.54607,-51.0986,-25.2605,-2.57771,32.3359,6.26028,15.0676,932.341,233.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,0,-2.44141,,30.7291,-22.7401,-20.4005,40.1911,,18.5291,8.7976,8.16826,-5.69048,-27.3517,-4.19637,-8.10477,-50.0293,-26.2969,-2.04551,32.2709,5.88403,16.62,933.242,238.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,0,-2.6119,,30.4439,-22.5857,-20.3397,41.9117,,16.3253,8.40754,9.55656,-5.62178,-27.1976,-3.79855,-10.4096,-48.8078,-26.8314,-1.40306,32.1052,5.36117,17.4758,934.194,242.513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,0,-2.76026,,30.1976,-22.9052,-20.2189,43.2035,,14.3516,7.73402,11.2006,-5.59067,-26.4744,-3.05162,-12.2941,-47.4286,-26.5272,-0.543726,31.7871,4.51584,17.0136,935.267,246.773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,0,-2.88307,,29.9488,-23.2909,-20.1446,44.1842,,12.5849,6.97921,12.6983,-5.67362,-25.7079,-2.29586,-14.1682,-46.153,-26.0887,0.392542,31.4681,3.62136,16.3005,936.297,250.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,0,-2.89155,,29.8221,-24.3827,-19.8849,44.8333,,10.9135,5.87689,14.7533,-6.03971,-24.0375,-1.16388,-15.7433,-44.3355,-24.6227,1.70895,30.7992,2.29978,13.7855,937.45,254.414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,0,-2.58193,,29.4152,-25.8719,-19.7941,45.3523,,9.43603,4.15559,17.3354,-7.20022,-21.3496,0.250177,-17.5056,-41.463,-22.0881,3.70902,29.537,0.47596,9.03811,938.426,256.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,0,-1.38829,,28.7694,-28.5286,-20.0097,46.6662,,8.09525,1.09913,21.6033,-11.1289,-16.2842,2.04773,-21.4406,-35.3102,-17.9138,7.81693,26.5042,-2.32027,-0.725881,938.429,252.919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,0,2.89359,,26.7133,-32.5355,-22.0169,51.9701,,8.26373,-4.40994,29.3107,-24.415,-6.20763,4.24017,-35.5286,-19.9541,-11.3698,18.1427,18.204,-5.59727,-20.851,933.5,228.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,0,4.04238,,25.886,-33.0147,-22.9217,52.8791,,8.62252,-5.39937,31.0562,-28.2188,-4.3994,4.39358,-41.0966,-16.5382,-10.6455,21.198,16.4208,-5.8249,-23.6925,931.579,224.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,0,4.13485,,25.4601,-33.3143,-23.1891,51.7565,,8.63211,-5.96887,31.4087,-28.6184,-4.09011,4.67116,-42.5878,-16.2785,-10.4212,21.8519,16.3639,-6.16547,-24.1029,931.714,228.639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,0,4.11053,,25.1701,-33.5414,-23.432,50.2735,,8.63148,-6.36707,31.6165,-28.7137,-4.02615,4.87181,-43.682,-16.3276,-10.3581,22.3113,16.4955,-6.48204,-24.1385,931.974,233.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,0,4.13605,,24.7436,-34.1373,-23.6696,48.1939,,8.9179,-7.00547,31.759,-28.6081,-3.65364,5.53623,-44.1146,-16.4773,-9.72616,22.5545,16.5682,-7.07014,-25.3508,932.583,239.647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,0,4.16772,,24.3431,-34.7833,-23.8735,45.8317,,9.31239,-7.69901,31.7639,-28.4698,-3.26345,6.27007,-44.3468,-16.6027,-8.99552,22.7546,16.6193,-7.68763,-26.8215,933.133,245.799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,0,4.18484,,23.9095,-35.3947,-24.1775,43.2952,,9.78237,-8.32627,31.8352,-28.2484,-2.90802,6.90966,-44.4363,-16.7051,-8.38718,22.8821,16.7151,-8.21161,-27.9975,933.572,252.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,0,4.17818,,23.5582,-35.8907,-24.3513,40.5764,,10.407,-8.84764,31.8099,-27.9838,-2.60989,7.48091,-44.409,-16.8045,-7.85099,22.9789,16.8304,-8.67735,-29.0527,933.934,258.519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,0,4.16954,,23.1883,-36.1999,-24.6113,37.8905,,10.9325,-9.18146,31.6229,-27.7474,-2.56069,7.7894,-44.5104,-16.8082,-7.60736,23.123,17.0199,-8.96919,-29.5032,934.061,264.587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,0,4.18944,,22.7662,-36.4147,-24.9423,35.1752,,11.5935,-9.25675,31.3663,-27.5672,-2.56551,7.98364,-44.6821,-16.7603,-7.51082,23.3134,17.2246,-9.18085,-29.7466,934.11,270.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,0,4.20562,,22.3711,-36.7129,-25.2567,32.2322,,12.5489,-9.28897,30.8527,-27.3528,-2.44262,8.31467,-44.6397,-16.5665,-7.20969,23.4556,17.3451,-9.4405,-30.4454,934.193,276.558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,0,4.27655,,21.9187,-36.7631,-25.6592,29.4462,,13.5306,-9.07798,30.6989,-27.2848,-2.55484,8.29473,-44.9227,-16.2932,-7.33472,23.7383,17.5456,-9.49214,-30.3694,933.894,282.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,0,4.41298,,21.3942,-36.5315,-26.1946,26.9147,,14.4916,-8.74375,30.4896,-27.4084,-2.89107,8.00357,-45.5397,-15.8443,-7.74207,24.1883,17.7655,-9.38626,-29.8728,933.234,286.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,0,4.5275,,20.8487,-36.1946,-26.8065,24.4383,,15.4789,-8.30811,29.9762,-27.436,-3.30642,7.55094,-46.1412,-15.5214,-8.37777,24.5743,18.0712,-9.15377,-28.9512,932.459,291.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,0,4.78103,,20.2934,-36.0138,-27.3963,21.981,,16.6472,-8.04969,29.6116,-27.7117,-3.57096,7.22608,-46.7899,-14.9349,-8.80628,25.0965,18.285,-9.02635,-28.6994,931.602,296.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,0,5.07536,,19.7322,-35.6297,-27.931,19.7201,,17.6287,-8.27866,29.3922,-28.0908,-3.94088,6.69442,-47.5855,-14.1535,-9.4141,25.7048,18.5523,-8.78704,-28.1282,930.557,301.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,0,5.29419,,19.1306,-35.3116,-28.6998,17.4551,,18.7572,-8.52975,28.9011,-28.238,-4.334,6.21944,-48.1168,-13.5513,-10.0119,26.1451,18.868,-8.54748,-27.5298,929.657,306.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,0,5.53841,,18.5807,-34.9498,-29.355,15.3638,,19.7988,-9.0622,28.565,-28.475,-4.7735,5.6988,-48.7006,-12.8537,-10.6619,26.6497,19.2081,-8.30356,-26.9858,928.703,310.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,0,5.76848,,18.0529,-34.6545,-29.8836,13.3185,,20.6656,-9.70168,28.2304,-28.6238,-5.18764,5.20429,-49.1186,-12.2405,-11.331,27.0795,19.6101,-8.06749,-26.4605,927.791,316.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,0,5.98531,,17.6467,-34.3388,-30.3771,11.3592,,21.4781,-10.3611,27.851,-28.7517,-5.70445,4.71256,-49.4499,-11.6372,-12.023,27.4952,20.0655,-7.84437,-26.0049,926.821,321.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,0,6.19151,,17.3756,-34.1445,-30.7185,9.44944,,22.2023,-10.8971,27.3953,-28.8328,-6.23962,4.24063,-49.675,-11.1651,-12.7409,27.863,20.5688,-7.63432,-25.5892,925.926,327.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,0,6.39789,,17.0558,-33.9844,-31.136,7.71706,,22.8276,-11.3588,26.9636,-28.9049,-6.837,3.7713,-49.8901,-10.7959,-13.4896,28.2201,21.1404,-7.44494,-25.2414,925.037,333.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,0,6.6381,,16.7943,-33.9093,-31.4693,6.0956,,23.4638,-11.6906,26.7761,-28.9556,-7.31923,3.39264,-50.0034,-10.3917,-14.1588,28.5373,21.6761,-7.29953,-25.1449,924.216,339.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
